BUYER,DATE,DISCOUNT,DUE_DATE,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,LOGO,NOTE,OTHER,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SUB_TOTAL,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Richard Barron
9440 Sandoval Isle Suite 668
Markborough, SC 80438 US
Tel:+(874)007-6957
Email:bellnatasha@example.org
Site:http://wu.net/",Invoice Date: 04-Oct-1999,DISCOUNT(2.71%): (-)  32.54,Due Date : 18-Dec-2019,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"COMMERCIAL INVOICE

Invoice Date: 04-Oct-1999
Due Date : 18-Dec-2019
PO Number :29

Address:16424 Timothy Mission Bill to:Richard Barron

Markville, AK 58294 US 9440 Sandoval Isle Suite 668
Markborough, SC 80438 US

Email:melvind0@example.net Tel:+(874)007-6957

sleekbill in Email:bellnatasha@example.org

(GSTIN: 12345670 00070007 Site:http://wu.net/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Personal story instead. 5.00

Two direction. 3.00

Trade board pull. 5.00

Movement perform economic. 6.00

Point pick. 4.00

Total in words: one thousand, two hundred an-

d thirty-nine point zero six SUB_TOTAL : 1200.66 EUR
Bank Name Central Bank of California DISCOUNT(2.71%): (-) 32.54
Branch Name Raf CAMP TAX:VAT (5.33%): 63.97 EUR

Bank Account Number 13889914
Bank Swift Code SBININBB250
TOTAL : 1239.06 EUR

Note:Total payment due in 14 days.
","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  13889914
Bank Swift Code      SBININBB250",PO Number :29,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1200.66  EUR,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.33%):  63.97 EUR,COMMERCIAL INVOICE,TOTAL : 1239.06 EUR,"Total in words:  one thousand, two hundred an-
d thirty-nine point zero six",Template1_Instance128.json
"Bill to:John Marks
6337 Anthony Villages Suite 643
Port Veronicamouth, NE 09226 US
Tel:+(885)392-1656
Email:dianemiller@example.com
Site:http://www.stephenson.com/",Date: 22-Sep-1998,DISCOUNT(3.79%): (-)  44.8,Due Date : 26-Dec-2019,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"COMMERCIAL INVOICE

Date: 22-Sep-1998
Due Date : 26-Dec-2019
PO Number :04

Address:16424 Timothy Mission Bill to:John Marks

Markville, AK 58294 US 6337 Anthony Villages Suite 643
Port Veronicamouth, NE 09226 US

Email:melvind0@example.net Tel:+(885)392-1656

sleekbill in Email:dianemiller@example.com

(GSTIN: 12345670 00070007 Site:http://www.stephenson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Write look. 4.00

Create analysis second. 2.00

Class current. 2.00

Page should a. 2.00

Bit purpose. 6.00

Total in words: one thousand, one hundred and-

seventy-eight point nine five SUB_TOTAL : 1181.96 $
Bank Name State Bank of Europe DISCOUNT(3.79%): (-) 44.8
Branch Name Raf CAMP TAX:VAT (4.41%): 52.07 $

Bank Account Number 10386188
Bank Swift Code SBININBB250
TOTAL : 1178.95 $

Thank you for your business!
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  10386188
Bank Swift Code      SBININBB250",PO Number :04,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1181.96  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.41%):  52.07 $,COMMERCIAL INVOICE,TOTAL : 1178.95 $,"Total in words:  one thousand, one hundred and-
seventy-eight point nine five",Template1_Instance129.json
"Buyer :Adam Coleman
807 Michael Rue Suite 693
North Christopherborough, VI 18338 US
Tel:+(469)618-2664
Email:thomasgregg@example.net
Site:https://www.allen-kaufman.org/",Invoice Date: 19-Feb-1993,DISCOUNT(3.99%): (-)  11.22,Due Date : 28-Dec-1994,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","TAX INVOICE

Invoice Date: 19-Feb-1993
Due Date : 28-Dec-1994
PO Number :09

Address:16424 Timothy Mission Buyer :Adam Coleman
Markville, AK 58294 US 807 Michael Rue Suite 693

North Christopherborough, VI 18338 US
Email:melvind0@example.net Tel:+(469)618-2664
sleekbill in Email:thomasgregg@example.net
(GSTIN: 12345670 00070007 Site:https://www.allen-kaufman.org/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Space off. 4.00

Both argue wall. 3.00

Across other. 6.00

Total in words: two hundred and eig-
hty-four point five

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 13380562

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 281.20 EUR

DISCOUNT(3.99%): (-) 11.22
TAX:VAT (5.84%): 16.43 EUR

TOTAL : 284.50 EUR
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  13380562
Bank Swift Code      SBININBB250",PO Number :09,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 281.20  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.84%):  16.43 EUR,TAX INVOICE,TOTAL : 284.50 EUR,"Total in words:  two hundred and eig-
hty-four point five",Template1_Instance13.json
"Bill to:Kim Hancock
231 Molly Wells Apt. 221
Williamhaven, ME 82192 US
Tel:+(897)864-9132
Email:lisa19@example.com
Site:http://alvarez.biz/",Invoice Date: 16-Jan-2005,DISCOUNT(3.37%): (-)  45.69,Due Date : 28-Apr-1993,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","COMMERCIAL INVOICE

Invoice Date: 16-Jan-2005
Due Date : 28-Apr-1993
PO Number :56

Address:16424 Timothy Mission Bill to:Kim Hancock

Markville, AK 58294 US 231 Molly Wells Apt. 221
Williamhaven, ME 82192 US

Email:melvind0@example.net Tel:+(897)864-9132

sleekbill in Email:lisa19@example.com

(GSTIN: 12345670 00070007 Site:http://alvarez.biz/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

People. 3.00

Floor top throughout. 6.00

Enjoy lot beat. 6.00

Expect pay. 6.00

Total in words: one thousand, three hundred a-
nd seventy-six point two seven

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 10917184

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 1355.67 EUR

DISCOUNT(3.37%): (-) 45.69
TAX:VAT (3.03%): 41.07 EUR

TOTAL : 1376.27 EUR
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  10917184
Bank Swift Code      SBININBB250",PO Number :56,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1355.67  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.03%):  41.07 EUR,COMMERCIAL INVOICE,TOTAL : 1376.27 EUR,"Total in words:  one thousand, three hundred a-
nd seventy-six point two seven",Template1_Instance130.json
"Buyer :Crystal Miller
70612 Ramirez Track Suite 348
Port Sheilaside, MP 21464 US
Tel:+(138)202-5254
Email:simmonsalice@example.org
Site:https://www.hamilton-martinez.com/",Date: 12-Feb-1994,DISCOUNT(3.92%): (-)  11.89,Due Date : 30-Dec-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"INVOICE

Date: 12-Feb-1994
Due Date : 30-Dec-2017
PO Number :54

Address:16424 Timothy Mission Buyer :Crystal Miller
Markville, AK 58294 US 70612 Ramirez Track Suite 348

Port Sheilaside, MP 21464 US
Email:melvind0@example.net Tel:+(138)202-5254
sleekbill in Email:simmonsalice@example.org
(GSTIN: 12345670 00070007 Site:https://www.hamilton-martinez.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Nor project. 6.00

Usually unit rather. 1.00

Shake down. 3.00

Cost including event. 4.00

Total in words: three hundred and ni-
ne point eight eight

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 13446397

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 303.42 $

DISCOUNT(3.92%): (-) 11.89
TAX:VAT (3.41%): 10.34 $

TOTAL : 309.88 $
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  13446397
Bank Swift Code      SBININBB250",PO Number :54,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 303.42  $,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.41%):  10.34 $,INVOICE,TOTAL : 309.88 $,"Total in words:  three hundred and ni-
ne point eight eight",Template1_Instance131.json
"Bill to:Sherri Morgan
2927 Ana Unions
Robertbury, MD 41620 US
Tel:+(588)629-8002
Email:kim50@example.net
Site:http://james.com/",Date: 21-Apr-2021,DISCOUNT(1.39%): (-)  7.81,Due Date : 27-Sep-2020,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","COMMERCIAL INVOICE

Date: 21-Apr-2021
Due Date : 27-Sep-2020
PO Number :76

Address:16424 Timothy Mission Bill to:Sherri Morgan
Markville, AK 58294 US 2927 Ana Unions
Robertbury, MD 41620 US
Email:melvind0@example.net Tel:+(588)629-8002
sleekbill in Email:kim50@example.net
(GSTIN: 12345670 00070007 Site:http://james.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Production hold democratic. 1.00

Wish against. 4.00

Bit heavy. 4.00

Explain father. 3.00

Total in words: five hundred and sevent-
y-five point three three

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 16340389

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 561.52 EUR

DISCOUNT(1.39%): (-) 7.81
TAX:VAT (5.25%): 29.48 EUR

TOTAL : 575.33 EUR
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  16340389
Bank Swift Code      SBININBB250",PO Number :76,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 561.52  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.25%):  29.48 EUR,COMMERCIAL INVOICE,TOTAL : 575.33 EUR,"Total in words:  five hundred and sevent-
y-five point three three",Template1_Instance132.json
"Buyer :Sierra Kramer
25437 Guy Corner
Garyborough, OH 22382 US
Tel:+(996)341-3640
Email:markjohnson@example.net
Site:http://www.mcdonald.com/",Date: 10-Apr-2008,DISCOUNT(1.94%): (-)  20.81,Due Date : 03-Jun-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

Date: 10-Apr-2008
Due Date : 03-Jun-2017
PO Number :08

Address:16424 Timothy Mission Buyer :Sierra Kramer
Markville, AK 58294 US 25437 Guy Corner

Garyborough, OH 22382 US
Email:melvind0@example.net Tel:+(996)341-3640
sleekbill in Email:markjohnson@example.net
(GSTIN: 12345670 00070007 Site:http://www.mcdonald.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Music feel part. 4.00

Without onto party. 4.00

Find before. 4.00

Middle talk. 5.00

Total in words: one thousand and eigh-
ty-four point four one

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 10147412

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 1072.65 $

DISCOUNT(1.94%): (-) 20.84
TAX:VAT (5.71%): 61.21 $

TOTAL : 1084.41 $
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  10147412
Bank Swift Code      SBININBB250",PO Number :08,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1072.65  $,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.71%):  61.21 $,TAX INVOICE,TOTAL : 1084.41 $,"Total in words:  one thousand and eigh-
ty-four point four one",Template1_Instance133.json
"Bill to:Andrea Underwood
037 Jennifer Springs
Dannyport, PW 95523 US
Tel:+(243)650-5469
Email:wyatt50@example.com
Site:http://hays.com/",Invoice Date: 01-Jun-2004,DISCOUNT(4.32%): (-)  42.76,Due Date : 10-Oct-2007,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Invoice Date: 01-Jun-2004
Due Date : 10-Oct-2007
PO Number :44

Address:16424 Timothy Mission Bill to:Andrea Underwood

Markville, AK 58294 US 037 Jennifer Springs
Dannyport, PW 95523 US

Email:melvind0@example.net Tel:+(243)650-5469

sleekbill in Email:wyatt50@example.com

(GSTIN: 12345670 00070007 Site:http://hays.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Identify travel. 6.00

Sign data instead. 6.00

Before catch see. 6.00
Debate. 3.00
Hold. 2.00

Total in words: nine hundred and ninet-

y-five point three five SUB_TOTAL : 989.90 USD
Bank Name Central Bank of Texas DISCOUNT(4.32%): (-) 42.76
Branch Name Raf CAMP TAX:VAT (3.80%): 37.62 USD

Bank Account Number 16972511
Bank Swift Code SBININBB250
TOTAL : 995.35 USD

Note:Total payment due in 14 days.
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  16972511
Bank Swift Code      SBININBB250",PO Number :44,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 989.90  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.80%):  37.62 USD,INVOICE,TOTAL : 995.35 USD,"Total in words:  nine hundred and ninet-
y-five point three five",Template1_Instance134.json
"Buyer :Antonio Hale
871 Kaitlyn Islands
East Coryville, MT 20652 US
Tel:+(013)298-9292
Email:ohunt@example.com
Site:https://jackson-costa.com/",Date: 10-Apr-2001,DISCOUNT(4.58%): (-)  13.23,Due Date : 01-Sep-2011,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Date: 10-Apr-2001
Due Date : 01-Sep-2011
PO Number :47

Address:16424 Timothy Mission Buyer :Antonio Hale
Markville, AK 58294 US 871 Kaitlyn Islands

East Coryville, MT 20652 US
Email:melvind0@example.net Tel:+(013)298-9292
sleekbill in Email:ohunt@example.com
(GSTIN: 12345670 00070007 Site:https://jackson-costa.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Join popular. 3.00

Edge want work. 4.00

Total in words: three hundred and -
two point two four

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 19896193

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 288.92 USD

DISCOUNT(4.58%): (-) 13.23
TAX:VAT (6.72%): 19.42 USD

TOTAL : 302.24 USD
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  19896193
Bank Swift Code      SBININBB250",PO Number :47,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 288.92  USD,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.72%):  19.42 USD,INVOICE,TOTAL : 302.24 USD,"Total in words:  three hundred and -
two point two four",Template1_Instance135.json
"Bill to:Robert Jackson
7520 Maxwell Road Apt. 730
West Emilychester, CO 98791 US
Tel:+(673)156-4702
Email:victoria14@example.com
Site:https://www.ortiz.info/",Invoice Date: 26-Dec-2015,DISCOUNT(3.93%): (-)  6.62,Due Date : 25-Jun-2003,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

INVOICE

Invoice Date: 26-Dec-2015
Due Date : 25-Jun-2003
PO Number :59

Bill to:Robert Jackson

7520 Maxwell Road Apt. 730
West Emilychester, CO 98791 US
Tel:+(673)156-4702
Email:victoria14@example.com
Site:https://www.ortiz.info/

GSTIN: OG@AAMFCO376K124

ITEMS

QUANTITY

Yes religious.

2.00

5.00

Training.

Total in words: one hundred and sevent-
y-three point nine two

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 18195184

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 168.44 EUR

DISCOUNT(3.93%): (-) 6.62
TAX:VAT (6.88%): 11.58 EUR

TOTAL : 173.92 EUR
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  18195184
Bank Swift Code      SBININBB250",PO Number :59,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 168.44  EUR,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.88%):  11.58 EUR,INVOICE,TOTAL : 173.92 EUR,"Total in words:  one hundred and sevent-
y-three point nine two",Template1_Instance136.json
"Bill to:Alexander Hardin MD
7614 Samantha Terrace
West William, UT 60540 US
Tel:+(275)789-9074
Email:jonathan71@example.net
Site:http://harrison.com/",Invoice Date: 23-Feb-2017,DISCOUNT(2.4%): (-)  6.86,Due Date : 13-May-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","INVOICE

Invoice Date: 23-Feb-2017
Due Date : 13-May-2017
PO Number :40

Address:16424 Timothy Mission Bill to:Alexander Hardin MD
Markville, AK 58294 US 7614 Samantha Terrace

West William, UT 60540 US
Email:melvind0@example.net Tel:+(275)789-9074
sleekbill in Email:jonathan71@example.net
(GSTIN: 12345670 00070007 Site:http://harrison.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Professor wide. 1.00

Out bad. 4.00

Total in words: two hundred and eig-
hty-nine point eight

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 16015041

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 285.96 EUR

DISCOUNT(2.4%): (-) 6.86
TAX:VAT (3.53%): 10.10 EUR

TOTAL : 289.80 EUR
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16015041
Bank Swift Code      SBININBB250",PO Number :40,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 285.96  EUR,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.53%):  10.10 EUR,INVOICE,TOTAL : 289.80 EUR,"Total in words:  two hundred and eig-
hty-nine point eight",Template1_Instance137.json
"Buyer :Christopher Lewis
0328 Williams Plains Apt. 900
North Davidtown, AZ 45192 US
Tel:+(255)022-3688
Email:cpeterson@example.net
Site:http://gomez.net/",Invoice Date: 30-Dec-2020,DISCOUNT(4.75%): (-)  57.86,Due Date : 18-Aug-1998,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"COMMERCIAL INVOICE

Invoice Date: 30-Dec-2020
Due Date : 18-Aug-1998
PO Number :92

Address:16424 Timothy Mission Buyer :Christopher Lewis

Markville, AK 58294 US 0328 Williams Plains Apt. 900
North Davidtown, AZ 45192 US

Email:melvind0@example.net Tel:+(255)022-3688

sleekbill in Email:cpeterson@example.net

(GSTIN: 12345670 00070007 Site:http://gomez.net/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Front particularly. 5.00

Rather quickly. 6.00

Country public market. 3.00

Fine tree. 3.00

Total in words: one thousand, two hundred an-
d forty-one point seven three

Bank Name Central Bank of Texas
Branch Name Raf CAMP

Bank Account Number 17955135

Bank Swift Code SBININBB250

Thank you for your business!

SUB_TOTAL : 1218.20 USD

DISCOUNT(4.75%): (-) 57.86
TAX:VAT (5.77%): 70.31 USD

TOTAL : 1241.73 USD
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  17955135
Bank Swift Code      SBININBB250",PO Number :92,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1218.20  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.77%):  70.31 USD,COMMERCIAL INVOICE,TOTAL : 1241.73 USD,"Total in words:  one thousand, two hundred an-
d forty-one point seven three",Template1_Instance138.json
"Buyer :Jose Moody
0905 Peterson Crossroad
West Benjamin, MA 61218 US
Tel:+(243)611-1546
Email:wfox@example.com
Site:http://www.collins.com/",Date: 02-Jul-1994,DISCOUNT(2.61%): (-)  18.62,Due Date : 28-Jul-2002,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Date: 02-Jul-1994
Due Date : 28-Jul-2002
PO Number :17

Address:16424 Timothy Mission Buyer :Jose Moody

Markville, AK 58294 US 0905 Peterson Crossroad
West Benjamin, MA 61218 US

Email:melvind0@example.net Tel:+(243)611-1546

sleekbill in Email:wfox@example.com

(GSTIN: 12345670 00070007 Site:http://www.collins.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Its beautiful. 4.00

Number glass. 5.00

Information along. 1.00

Sometimes. 4.00

Rate coach none. 2.00

Total in words: seven hundred and nin-

eteen point nine three SUB_TOTAL : 713.51 $
Bank Name State Bank of California DISCOUNT(2.61%): (-) 18.62
Branch Name Raf CAMP TAX:VAT (3.76%): 26.83 $

Bank Account Number 17750167
Bank Swift Code SBININBB250
TOTAL : 719.93 $

Note:Total payment due in 14 days.
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  17750167
Bank Swift Code      SBININBB250",PO Number :17,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 713.51  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.76%):  26.83 $,INVOICE,TOTAL : 719.93 $,"Total in words:  seven hundred and nin-
eteen point nine three",Template1_Instance139.json
"Bill to:Timothy Oliver
8822 Rodney Lakes Suite 027
Christopherport, PR 92451 US
Tel:+(726)392-3224
Email:tramirez@example.net
Site:http://fleming.com/",Invoice Date: 19-Feb-2011,DISCOUNT(3.28%): (-)  21.94,Due Date : 10-Dec-2013,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","TAX INVOICE

Invoice Date: 19-Feb-2011
Due Date : 10-Dec-2013
PO Number :84

Address:16424 Timothy Mission Bill to: Timothy Oliver

Markville, AK 58294 US 8822 Rodney Lakes Suite 027
Christopherport, PR 92451 US

Email:melvind0@example.net Tel:+(726)392-3224

sleekbill in Email:tramirez@example.net

(GSTIN: 12345670 00070007 Site:http://fleming.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Your station particular. 6.00

Whether. 2.00

Education message. 6.00

Five account few. 3.00

Total in words: six hundred and ninet-
y-one point three two

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 14081977

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 668.96 $

DISCOUNT(3.28%): (-) 21.94
TAX:VAT (6.65%): 44.50 $

TOTAL : 691.32 $
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  14081977
Bank Swift Code      SBININBB250",PO Number :84,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 668.96  $,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.65%):  44.50 $,TAX INVOICE,TOTAL : 691.32 $,"Total in words:  six hundred and ninet-
y-one point three two",Template1_Instance14.json
"Buyer :Brian Frederick
14286 Steven Meadow Apt. 050
West Stephanie, OK 52984 US
Tel:+(749)897-3394
Email:mgibson@example.net
Site:http://www.bailey.com/",Invoice Date: 12-Jan-2019,DISCOUNT(3.63%): (-)  5.67,Due Date : 17-May-1997,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Invoice Date: 12-Jan-2019
Due Date : 17-May-1997
PO Number :25

Address:16424 Timothy Mission Buyer :Brian Frederick

Markville, AK 58294 US 14286 Steven Meadow Apt. 050
West Stephanie, OK 52984 US

Email:melvind0@example.net Tel:+(749)897-3394

sleekbill in Email:mgibson@example.net

(GSTIN: 12345670 00070007 Site:http://www.bailey.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Nature light detail. 1.00

Process dinner end. 5.00

Total in words: one hundred and fifty-
-nine point nine seven

Bank Name State Bank of Texas
Branch Name Raf CAMP

Bank Account Number 17399881
Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 156.27 $

DISCOUNT(3.63%): (-) 5.67
TAX:VAT (4.95%): 7.73 $

TOTAL : 159.97 $
","Bank Name           State Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  17399881
Bank Swift Code      SBININBB250",PO Number :25,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 156.27  $,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.95%):  7.73 $,INVOICE,TOTAL : 159.97 $,"Total in words:  one hundred and fifty-
-nine point nine seven",Template1_Instance140.json
