BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,NOTE,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"Bill to:Andrea Underwood
037 Jennifer Springs
Dannyport, PW 95523 US
Tel:+(243)650-5469
Email:wyatt50@example.com
Site:http://hays.com/",037 Jennifer Springs,"Dannyport, PW 95523 US",,wyatt50@example.com,Bill to:Andrea Underwood,"Bill to:Andrea Underwood | 037 Jennifer Springs | Dannyport, PW 95523 US | Tel:+(243)650-5469 | Email:wyatt50@example.com | Site:http://hays.com/",http://hays.com/,+(243)650-5469,USD,Invoice Date: 01-Jun-2004,2004-06-01,DISCOUNT(4.32%): (-)  42.76,-42.76,Due Date : 10-Oct-2007,2007-10-10,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  16972511
Bank Swift Code      SBININBB250",PO Number :44,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 989.90  USD,989.9,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.80%):  37.62 USD,37.62,INVOICE,TOTAL : 995.35 USD,995.35,"Total in words:  nine hundred and ninet-
y-five point three five",Template1_Instance134.json
"Buyer :Antonio Hale
871 Kaitlyn Islands
East Coryville, MT 20652 US
Tel:+(013)298-9292
Email:ohunt@example.com
Site:https://jackson-costa.com/",871 Kaitlyn Islands,"East Coryville, MT 20652 US",,ohunt@example.com,Buyer :Antonio Hale,"Buyer :Antonio Hale | 871 Kaitlyn Islands | East Coryville, MT 20652 US | Tel:+(013)298-9292 | Email:ohunt@example.com | Site:https://jackson-costa.com/",https://jackson-costa.com/,+(013)298-9292,USD,Date: 10-Apr-2001,2001-04-10,DISCOUNT(4.58%): (-)  13.23,-13.23,Due Date : 01-Sep-2011,2011-09-01,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  19896193
Bank Swift Code      SBININBB250",PO Number :47,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 288.92  USD,288.92,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.72%):  19.42 USD,19.42,INVOICE,TOTAL : 302.24 USD,302.24,"Total in words:  three hundred and -
two point two four",Template1_Instance135.json
"Bill to:Robert Jackson
7520 Maxwell Road Apt. 730
West Emilychester, CO 98791 US
Tel:+(673)156-4702
Email:victoria14@example.com
Site:https://www.ortiz.info/",7520 Maxwell Road Apt. 730,"West Emilychester, CO 98791 US",,victoria14@example.com,Bill to:Robert Jackson,"Bill to:Robert Jackson | 7520 Maxwell Road Apt. 730 | West Emilychester, CO 98791 US | Tel:+(673)156-4702 | Email:victoria14@example.com | Site:https://www.ortiz.info/",https://www.ortiz.info/,+(673)156-4702,EUR,Invoice Date: 26-Dec-2015,2015-12-26,DISCOUNT(3.93%): (-)  6.62,-6.62,Due Date : 25-Jun-2003,2003-06-25,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  18195184
Bank Swift Code      SBININBB250",PO Number :59,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 168.44  EUR,168.44,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.88%):  11.58 EUR,11.58,INVOICE,TOTAL : 173.92 EUR,173.92,"Total in words:  one hundred and sevent-
y-three point nine two",Template1_Instance136.json
"Bill to:Alexander Hardin MD
7614 Samantha Terrace
West William, UT 60540 US
Tel:+(275)789-9074
Email:jonathan71@example.net
Site:http://harrison.com/",7614 Samantha Terrace,"West William, UT 60540 US",,jonathan71@example.net,Bill to:Alexander Hardin MD,"Bill to:Alexander Hardin MD | 7614 Samantha Terrace | West William, UT 60540 US | Tel:+(275)789-9074 | Email:jonathan71@example.net | Site:http://harrison.com/",http://harrison.com/,+(275)789-9074,EUR,Invoice Date: 23-Feb-2017,2017-02-23,DISCOUNT(2.4%): (-)  6.86,-6.86,Due Date : 13-May-2017,2017-05-13,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16015041
Bank Swift Code      SBININBB250",PO Number :40,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 285.96  EUR,285.96,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.53%):  10.10 EUR,10.1,INVOICE,TOTAL : 289.80 EUR,289.8,"Total in words:  two hundred and eig-
hty-nine point eight",Template1_Instance137.json
"Buyer :Christopher Lewis
0328 Williams Plains Apt. 900
North Davidtown, AZ 45192 US
Tel:+(255)022-3688
Email:cpeterson@example.net
Site:http://gomez.net/",0328 Williams Plains Apt. 900,"North Davidtown, AZ 45192 US",,cpeterson@example.net,Buyer :Christopher Lewis,"Buyer :Christopher Lewis | 0328 Williams Plains Apt. 900 | North Davidtown, AZ 45192 US | Tel:+(255)022-3688 | Email:cpeterson@example.net | Site:http://gomez.net/",http://gomez.net/,+(255)022-3688,USD,Invoice Date: 30-Dec-2020,2020-12-30,DISCOUNT(4.75%): (-)  57.86,-57.86,Due Date : 18-Aug-1998,1998-08-18,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for your business!,"Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  17955135
Bank Swift Code      SBININBB250",PO Number :92,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 1218.20  USD,8.2,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.77%):  70.31 USD,70.31,COMMERCIAL INVOICE,TOTAL : 1241.73 USD,1.73,"Total in words:  one thousand, two hundred an-
d forty-one point seven three",Template1_Instance138.json
"Buyer :Jose Moody
0905 Peterson Crossroad
West Benjamin, MA 61218 US
Tel:+(243)611-1546
Email:wfox@example.com
Site:http://www.collins.com/",0905 Peterson Crossroad,"West Benjamin, MA 61218 US",,wfox@example.com,Buyer :Jose Moody,"Buyer :Jose Moody | 0905 Peterson Crossroad | West Benjamin, MA 61218 US | Tel:+(243)611-1546 | Email:wfox@example.com | Site:http://www.collins.com/",http://www.collins.com/,+(243)611-1546,USD,Date: 02-Jul-1994,1994-07-02,DISCOUNT(2.61%): (-)  18.62,-18.62,Due Date : 28-Jul-2002,2002-07-28,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  17750167
Bank Swift Code      SBININBB250",PO Number :17,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 713.51  $,713.51,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.76%):  26.83 $,26.83,INVOICE,TOTAL : 719.93 $,719.93,"Total in words:  seven hundred and nin-
eteen point nine three",Template1_Instance139.json
"Bill to:Timothy Oliver
8822 Rodney Lakes Suite 027
Christopherport, PR 92451 US
Tel:+(726)392-3224
Email:tramirez@example.net
Site:http://fleming.com/",8822 Rodney Lakes Suite 027,"Christopherport, PR 92451 US",,tramirez@example.net,Bill to:Timothy Oliver,"Bill to:Timothy Oliver | 8822 Rodney Lakes Suite 027 | Christopherport, PR 92451 US | Tel:+(726)392-3224 | Email:tramirez@example.net | Site:http://fleming.com/",http://fleming.com/,+(726)392-3224,USD,Invoice Date: 19-Feb-2011,2011-02-19,DISCOUNT(3.28%): (-)  21.94,-21.94,Due Date : 10-Dec-2013,2013-12-10,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  14081977
Bank Swift Code      SBININBB250",PO Number :84,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 668.96  $,668.96,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.65%):  44.50 $,44.5,TAX INVOICE,TOTAL : 691.32 $,691.32,"Total in words:  six hundred and ninet-
y-one point three two",Template1_Instance14.json
"Buyer :Brian Frederick
14286 Steven Meadow Apt. 050
West Stephanie, OK 52984 US
Tel:+(749)897-3394
Email:mgibson@example.net
Site:http://www.bailey.com/",14286 Steven Meadow Apt. 050,"West Stephanie, OK 52984 US",,mgibson@example.net,Buyer :Brian Frederick,"Buyer :Brian Frederick | 14286 Steven Meadow Apt. 050 | West Stephanie, OK 52984 US | Tel:+(749)897-3394 | Email:mgibson@example.net | Site:http://www.bailey.com/",http://www.bailey.com/,+(749)897-3394,USD,Invoice Date: 12-Jan-2019,2019-01-12,DISCOUNT(3.63%): (-)  5.67,-5.67,Due Date : 17-May-1997,1997-05-17,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           State Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  17399881
Bank Swift Code      SBININBB250",PO Number :25,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 156.27  $,156.27,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.95%):  7.73 $,7.73,INVOICE,TOTAL : 159.97 $,159.97,"Total in words:  one hundred and fifty-
-nine point nine seven",Template1_Instance140.json
"Buyer :Noah Lopez
612 Rogers Knolls
East Johnton, MS 61693 US
Tel:+(950)606-1616
Email:kerrpeter@example.net
Site:http://www.livingston.com/",612 Rogers Knolls,"East Johnton, MS 61693 US",,kerrpeter@example.net,Buyer :Noah Lopez,"Buyer :Noah Lopez | 612 Rogers Knolls | East Johnton, MS 61693 US | Tel:+(950)606-1616 | Email:kerrpeter@example.net | Site:http://www.livingston.com/",http://www.livingston.com/,+(950)606-1616,EUR,Date: 24-Dec-1996,1996-12-24,DISCOUNT(2.73%): (-)  16.59,-16.59,Due Date : 26-Aug-1994,1994-08-26,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  17425856
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 607.66  EUR,607.66,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.61%):  34.07 EUR,34.07,TAX INVOICE,TOTAL : 622.53 EUR,622.53,"Total in words:  six hundred and twent-
y-two point five three",Template1_Instance141.json
"Bill to:Tracy Price
30532 Peter Corner Suite 441
Fryechester, WY 44575 US
Tel:+(393)744-3819
Email:marcus04@example.com
Site:https://robinson.com/",30532 Peter Corner Suite 441,"Fryechester, WY 44575 US",,marcus04@example.com,Bill to:Tracy Price,"Bill to:Tracy Price | 30532 Peter Corner Suite 441 | Fryechester, WY 44575 US | Tel:+(393)744-3819 | Email:marcus04@example.com | Site:https://robinson.com/",https://robinson.com/,+(393)744-3819,USD,Invoice Date: 22-Jul-2014,2014-07-22,DISCOUNT(2.79%): (-)  25.05,-25.05,Due Date : 03-May-1995,1995-05-03,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for your business!,"Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16229064
Bank Swift Code      SBININBB250",PO Number :79,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 897.84  $,897.84,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.44%):  48.80 $,48.8,TAX INVOICE,TOTAL : 902.29 $,902.29,"Total in words:  nine hundred and -
two point two nine",Template1_Instance142.json
"Buyer :Michelle Pena
60041 Matthew Hollow Apt. 041
New Amanda, ID 74788 US
Tel:+(109)649-9082
Email:wvaldez@example.org
Site:https://dickson.com/",60041 Matthew Hollow Apt. 041,"New Amanda, ID 74788 US",,wvaldez@example.org,Buyer :Michelle Pena,"Buyer :Michelle Pena | 60041 Matthew Hollow Apt. 041 | New Amanda, ID 74788 US | Tel:+(109)649-9082 | Email:wvaldez@example.org | Site:https://dickson.com/",https://dickson.com/,+(109)649-9082,EUR,Invoice Date: 15-Nov-2012,2012-11-15,DISCOUNT(3.1%): (-)  20.8,-20.8,Due Date : 26-Apr-2004,2004-04-26,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  17793668
Bank Swift Code      SBININBB250",PO Number :50,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 670.86  EUR,670.86,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.75%):  31.89 EUR,31.89,COMMERCIAL INVOICE,TOTAL : 692.28 EUR,692.28,"Total in words:  six hundred and ninet-
y-two point two eight",Template1_Instance143.json
"Bill to:Sonya Anderson
34054 Nguyen Pine Apt. 299
Brownbury, OH 92819 US
Tel:+(787)285-1421
Email:dennisdecker@example.net
Site:http://www.jones.info/",34054 Nguyen Pine Apt. 299,"Brownbury, OH 92819 US",,dennisdecker@example.net,Bill to:Sonya Anderson,"Bill to:Sonya Anderson | 34054 Nguyen Pine Apt. 299 | Brownbury, OH 92819 US | Tel:+(787)285-1421 | Email:dennisdecker@example.net | Site:http://www.jones.info/",http://www.jones.info/,+(787)285-1421,USD,Date: 02-May-2018,2018-05-02,DISCOUNT(4.74%): (-)  8.08,-8.08,Due Date : 03-Dec-2017,2017-12-03,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for your business!,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  12970589
Bank Swift Code      SBININBB250",PO Number :53,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 170.38  USD,170.38,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.66%):  6.24 USD,6.24,COMMERCIAL INVOICE,TOTAL : 173.72 USD,173.72,"Total in words:  one hundred and sevent-
y-three point seven two",Template1_Instance144.json
"Buyer :Angela Jennings
19371 Adams Port Apt. 829
West Amyville, NM 81327 US
Tel:+(134)074-9058
Email:marciamaldonado@example.com
Site:https://www.cooper-pearson.com/",19371 Adams Port Apt. 829,"West Amyville, NM 81327 US",,marciamaldonado@example.com,Buyer :Angela Jennings,"Buyer :Angela Jennings | 19371 Adams Port Apt. 829 | West Amyville, NM 81327 US | Tel:+(134)074-9058 | Email:marciamaldonado@example.com | Site:https://www.cooper-pearson.com/",https://www.cooper-pearson.com/,+(134)074-9058,EUR,Invoice Date: 19-May-2002,2002-05-19,DISCOUNT(2.8%): (-)  14.1,-14.1,Due Date : 28-Sep-2005,2005-09-28,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note:
This order is shipped through blue dart courier","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  18377920
Bank Swift Code      SBININBB250",PO Number :95,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 503.46  EUR,503.46,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.38%):  32.14 EUR,32.14,COMMERCIAL INVOICE,TOTAL : 515.97 EUR,515.97,"Total in words:  five hundred and fif-
teen point nine seven",Template1_Instance145.json
"Bill to:Rebecca Gregory
2071 Cynthia Park Suite 463
Christopherton, AR 84112 US
Tel:+(994)746-4594
Email:jacqueline23@example.net
Site:http://cantu.com/",2071 Cynthia Park Suite 463,"Christopherton, AR 84112 US",,jacqueline23@example.net,Bill to:Rebecca Gregory,"Bill to:Rebecca Gregory | 2071 Cynthia Park Suite 463 | Christopherton, AR 84112 US | Tel:+(994)746-4594 | Email:jacqueline23@example.net | Site:http://cantu.com/",http://cantu.com/,+(994)746-4594,USD,Date: 17-Oct-2002,2002-10-17,DISCOUNT(4.15%): (-)  24.08,-24.08,Due Date : 22-Jan-2017,2017-01-22,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  17658858
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 580.25  USD,580.25,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.48%):  37.60 USD,37.6,INVOICE,TOTAL : 599.75 USD,599.75,"Total in words:  five hundred and ninet-
y-nine point seven five",Template1_Instance146.json
"Buyer :Kaitlyn Christensen
301 William Dam
North Brendanborough, CA 21231 US
Tel:+(843)436-8513
Email:jimenezvincent@example.org
Site:http://www.schultz-conley.com/",301 William Dam,"North Brendanborough, CA 21231 US",,jimenezvincent@example.org,Buyer :Kaitlyn Christensen,"Buyer :Kaitlyn Christensen | 301 William Dam | North Brendanborough, CA 21231 US | Tel:+(843)436-8513 | Email:jimenezvincent@example.org | Site:http://www.schultz-conley.com/",http://www.schultz-conley.com/,+(843)436-8513,USD,Invoice Date: 23-Jul-2000,2000-07-23,DISCOUNT(4.94%): (-)  47.15,-47.15,Due Date : 30-Jul-2008,2008-07-30,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  12279861
Bank Swift Code      SBININBB250",PO Number :42,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 954.46  USD,954.46,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.07%):  48.43 USD,48.43,INVOICE,TOTAL : 981.41 USD,981.41,"Total in words:  nine hundred and eigh-
ty-one point four one",Template1_Instance147.json
"Buyer :Dustin Arnold
404 Jonathan Landing
Vanessafurt, DC 07087 US
Tel:+(650)884-2283
Email:cindykaiser@example.net
Site:https://www.davis.com/",404 Jonathan Landing,"Vanessafurt, DC 07087 US",,cindykaiser@example.net,Buyer :Dustin Arnold,"Buyer :Dustin Arnold | 404 Jonathan Landing | Vanessafurt, DC 07087 US | Tel:+(650)884-2283 | Email:cindykaiser@example.net | Site:https://www.davis.com/",https://www.davis.com/,+(650)884-2283,EUR,Invoice Date: 26-Mar-2009,2009-03-26,DISCOUNT(3.62%): (-)  6.3,-6.3,Due Date : 08-Aug-2007,2007-08-08,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  13703780
Bank Swift Code      SBININBB250",PO Number :11,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 173.91  EUR,173.91,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.23%):  10.84 EUR,10.84,COMMERCIAL INVOICE,TOTAL : 180.28 EUR,180.28,"Total in words:  one hundred and eig-
hty point two eight",Template1_Instance148.json
"Bill to:David Garcia
86712 Rodriguez Crest
Arielmouth, FM 13713 US
Tel:+(000)848-3067
Email:medinapaul@example.net
Site:https://www.walton-pacheco.com/",86712 Rodriguez Crest,"Arielmouth, FM 13713 US",,medinapaul@example.net,Bill to:David Garcia,"Bill to:David Garcia | 86712 Rodriguez Crest | Arielmouth, FM 13713 US | Tel:+(000)848-3067 | Email:medinapaul@example.net | Site:https://www.walton-pacheco.com/",https://www.walton-pacheco.com/,+(000)848-3067,USD,Date: 10-Mar-2001,2001-03-10,DISCOUNT(4.52%): (-)  21.9,-21.9,Due Date : 22-Jan-2005,2005-01-22,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15872208
Bank Swift Code      SBININBB250",PO Number :43,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 484.41  USD,484.41,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.03%):  19.54 USD,19.54,TAX INVOICE,TOTAL : 497.31 USD,497.31,"Total in words:  four hundred and ninet-
y-seven point three one",Template1_Instance149.json
"Bill to:April Johnson
979 Nixon Loop Apt. 299
Clementstown, VI 98807 US
Tel:+(255)644-5939
Email:thompsonmatthew@example.com
Site:http://www.jackson.com/",979 Nixon Loop Apt. 299,"Clementstown, VI 98807 US",,thompsonmatthew@example.com,Bill to:April Johnson,"Bill to:April Johnson | 979 Nixon Loop Apt. 299 | Clementstown, VI 98807 US | Tel:+(255)644-5939 | Email:thompsonmatthew@example.com | Site:http://www.jackson.com/",http://www.jackson.com/,+(255)644-5939,USD,Invoice Date: 21-Jul-1995,1995-07-21,DISCOUNT(4.93%): (-)  39.88,-39.88,Due Date : 07-May-1998,1998-05-07,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  18212245
Bank Swift Code      SBININBB250",PO Number :64,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 808.91  USD,808.91,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.06%):  49.00 USD,49.0,TAX INVOICE,TOTAL : 835.83 USD,835.83,"Total in words:  eight hundred and thirt-
y-five point eight three",Template1_Instance15.json
"Buyer :Christine Nelson
3398 Bradley Knoll Suite 881
West Kimberlyview, MA 78805 US
Tel:+(301)114-1388
Email:wilsondavid@example.org
Site:https://carr.info/",3398 Bradley Knoll Suite 881,"West Kimberlyview, MA 78805 US",,wilsondavid@example.org,Buyer :Christine Nelson,"Buyer :Christine Nelson | 3398 Bradley Knoll Suite 881 | West Kimberlyview, MA 78805 US | Tel:+(301)114-1388 | Email:wilsondavid@example.org | Site:https://carr.info/",https://carr.info/,+(301)114-1388,USD,Date: 22-Apr-2018,2018-04-22,DISCOUNT(4.6%): (-)  11.0,-11.0,Due Date : 23-May-2012,2012-05-23,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  19600859
Bank Swift Code      SBININBB250",PO Number :50,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 239.18  $,239.18,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.75%):  11.35 $,11.35,COMMERCIAL INVOICE,TOTAL : 238.81 $,238.81,"Total in words:  two hundred and thirty-
-eight point eight one",Template1_Instance150.json
